Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
1997,Estonia,meat consumption,105126672419.0,74770.25,kcal,kcal / capita,1
1998,Estonia,meat consumption,117126527503.5,84077.75,kcal,kcal / capita,1
1999,Estonia,meat consumption,117674776793.75,85318.75,kcal,kcal / capita,1
2000,Estonia,meat consumption,117813947187.49998,84077.74999999999,kcal,kcal / capita,1
2001,Estonia,meat consumption,121849769160.0,87490.5,kcal,kcal / capita,1
2002,Estonia,meat consumption,125765555407.5,90903.25,kcal,kcal / capita,1
2003,Estonia,meat consumption,118182797207.5,85939.25,kcal,kcal / capita,1
2004,Estonia,meat consumption,117838379375.0,86249.5,kcal,kcal / capita,1
2005,Estonia,meat consumption,112984300950.0,83147.0,kcal,kcal / capita,1
2006,Estonia,meat consumption,119011527699.99998,88110.99999999999,kcal,kcal / capita,1
2007,Estonia,meat consumption,127492124579.99998,94936.49999999999,kcal,kcal / capita,1
2008,Estonia,meat consumption,117516035830.0,87800.75,kcal,kcal / capita,1
2009,Estonia,meat consumption,119351040480.0,89352.0,kcal,kcal / capita,1
2010,Estonia,meat consumption,126164232862.5,94626.25,kcal,kcal / capita,1
2011,Estonia,meat consumption,121282942410.0,91213.5,kcal,kcal / capita,1
2012,Estonia,meat consumption,108543223601.99998,81905.99999999999,kcal,kcal / capita,1
2013,Estonia,meat consumption,103624747825.5,78493.25,kcal,kcal / capita,1
2014,Estonia,meat consumption,113896963685.24998,86559.74999999999,kcal,kcal / capita,1
2015,Estonia,meat consumption,111163218768.75,84543.125,kcal,kcal / capita,1
2020,Estonia,meat consumption,103133775339.00003,78183.0,kcal,kcal / capita,1
2025,Estonia,meat consumption,84222075904.15233,63896.4255,kcal,kcal / capita,1
2030,Estonia,meat consumption,75225534223.24469,57402.52799999999,kcal,kcal / capita,1
2035,Estonia,meat consumption,66142657322.475845,50908.666999999994,kcal,kcal / capita,1
2040,Estonia,meat consumption,57229418454.889984,44414.769499999995,kcal,kcal / capita,1
2045,Estonia,meat consumption,48421775600.11319,37920.9085,kcal,kcal / capita,1
2050,Estonia,meat consumption,39679146224.6545,31427.010999999995,kcal,kcal / capita,1
1990,Estonia,food waste,297945681581.2072,189701.94274999996,kcal,kcal / capita,1
1991,Estonia,food waste,297405031044.3697,189701.94274999996,kcal,kcal / capita,1
1992,Estonia,food waste,294963377339.23444,189701.94274999996,kcal,kcal / capita,1
1993,Estonia,food waste,286697115183.9032,189701.94274999996,kcal,kcal / capita,1
1994,Estonia,food waste,280180663748.4979,189701.94274999996,kcal,kcal / capita,1
1995,Estonia,food waste,274702640747.70618,189701.94274999996,kcal,kcal / capita,1
1996,Estonia,food waste,270361691191.75793,189701.94274999996,kcal,kcal / capita,1
1997,Estonia,food waste,266720172698.72894,189701.94274999996,kcal,kcal / capita,1
1998,Estonia,food waste,264268844194.51343,189701.94274999996,kcal,kcal / capita,1
1999,Estonia,food waste,261643938412.6817,189701.94274999996,kcal,kcal / capita,1
2000,Estonia,food waste,265819847278.43744,189701.94274999996,kcal,kcal / capita,1
2001,Estonia,food waste,264201689706.77994,189701.94274999996,kcal,kcal / capita,1
2002,Estonia,food waste,262454534814.05243,189701.94274999996,kcal,kcal / capita,1
2003,Estonia,food waste,260876214650.37244,189701.94274999996,kcal,kcal / capita,1
2004,Estonia,food waste,259180279282.18744,189701.94274999996,kcal,kcal / capita,1
2005,Estonia,food waste,257776484905.83743,189701.94274999996,kcal,kcal / capita,1
2006,Estonia,food waste,256230414072.42496,189701.94274999996,kcal,kcal / capita,1
2007,Estonia,food waste,254754532957.82996,189701.94274999996,kcal,kcal / capita,1
2008,Estonia,food waste,253904668254.30994,189701.94274999996,kcal,kcal / capita,1
2009,Estonia,food waste,253392473008.88495,189701.94274999996,kcal,kcal / capita,1
2010,Estonia,food waste,252927703249.14743,189701.94274999996,kcal,kcal / capita,1
2011,Estonia,food waste,252239085196.96494,189701.94274999996,kcal,kcal / capita,1
2012,Estonia,food waste,251396239465.3267,189701.94274999996,kcal,kcal / capita,1
2013,Estonia,food waste,250439572568.03845,189701.94274999996,kcal,kcal / capita,1
2014,Estonia,food waste,249613420607.36218,189701.94274999996,kcal,kcal / capita,1
2015,Estonia,food waste,249433393463.69244,189701.94274999996,kcal,kcal / capita,1
2020,Estonia,food waste,249953202718.63577,189482.94274999996,kcal,kcal / capita,1
2025,Estonia,food waste,222705918579.55334,168959.40858928557,kcal,kcal / capita,1
2030,Estonia,food waste,168500018162.87836,128577.7111517858,kcal,kcal / capita,1
2035,Estonia,food waste,140676639607.13412,108275.96728571423,kcal,kcal / capita,1
2040,Estonia,food waste,113356743759.00377,87974.22341964272,kcal,kcal / capita,1
2045,Estonia,food waste,86412001949.96086,67672.47955357151,kcal,kcal / capita,1
2050,Estonia,food waste,59809389703.455154,47370.73568749999,kcal,kcal / capita,1
1990,Estonia,cement production,0.3289999999999998,2.0947421970853145e-07,Mt,Mt / capita,1
1991,Estonia,cement production,0.329,2.098550214351915e-07,Mt,Mt / capita,1
1992,Estonia,cement production,0.329,2.1159216350093064e-07,Mt,Mt / capita,1
1993,Estonia,cement production,0.329,2.17692944432718e-07,Mt,Mt / capita,1
1994,Estonia,cement production,0.3289999999999998,2.2275605436060196e-07,Mt,Mt / capita,1
1995,Estonia,cement production,0.329,2.2719817689000917e-07,Mt,Mt / capita,1
1996,Estonia,cement production,0.329,2.308460895093433e-07,Mt,Mt / capita,1
1997,Estonia,cement production,0.3290000000000002,2.3399782076193685e-07,Mt,Mt / capita,1
1998,Estonia,cement production,0.3289999999999998,2.3616835860837242e-07,Mt,Mt / capita,1
1999,Estonia,cement production,0.3290000000000002,2.385376842413597e-07,Mt,Mt / capita,1
2000,Estonia,cement production,0.3289999999999999,2.3479036574487058e-07,Mt,Mt / capita,1
2001,Estonia,cement production,0.4049999999999997,2.9079786317422003e-07,Mt,Mt / capita,1
2002,Estonia,cement production,0.4109999999999999,2.9707049461153147e-07,Mt,Mt / capita,1
2003,Estonia,cement production,0.4142000000000001,3.0119474399901116e-07,Mt,Mt / capita,1
2004,Estonia,cement production,0.5200000000000004,3.8060384263494995e-07,Mt,Mt / capita,1
2005,Estonia,cement production,0.676,4.974794863303529e-07,Mt,Mt / capita,1
2006,Estonia,cement production,0.6788999999999995,5.026282668246091e-07,Mt,Mt / capita,1
2007,Estonia,cement production,0.9373999999999996,6.980311559884427e-07,Mt,Mt / capita,1
2008,Estonia,cement production,0.8079999999999998,6.036878754370759e-07,Mt,Mt / capita,1
2009,Estonia,cement production,0.3260000000000003,2.440594726518636e-07,Mt,Mt / capita,1
2010,Estonia,cement production,0.3750000000000001,2.8125914092208004e-07,Mt,Mt / capita,1
2011,Estonia,cement production,0.451,3.3918445316847915e-07,Mt,Mt / capita,1
2012,Estonia,cement production,0.4820000000000001,3.6371401815702644e-07,Mt,Mt / capita,1
2013,Estonia,cement production,0.4570000000000002,3.461664901747801e-07,Mt,Mt / capita,1
2014,Estonia,cement production,0.4469999999999997,3.397123768542631e-07,Mt,Mt / capita,1
2015,Estonia,cement production,0.423734679850464,3.2226355445820803e-07,Mt,Mt / capita,1
2020,Estonia,cement production,0.4756516830652116,3.605790189959704e-07,Mt,Mt / capita,1
2025,Estonia,cement production,0.4705552960979013,3.5699430461637e-07,Mt,Mt / capita,1
2030,Estonia,cement production,0.3984719961031532,3.040629774146461e-07,Mt,Mt / capita,1
2035,Estonia,cement production,0.3264175435522522,2.5123698835747924e-07,Mt,Mt / capita,1
2040,Estonia,cement production,0.3161249652799293,2.453391602637167e-07,Mt,Mt / capita,1
2045,Estonia,cement production,0.3141206965873255,2.4599969839223303e-07,Mt,Mt / capita,1
2050,Estonia,cement production,0.3120470725785098,2.4715014599657035e-07,Mt,Mt / capita,1
1990,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1991,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1992,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1993,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1994,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1995,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1996,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1997,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1998,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1999,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2000,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2001,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2002,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2003,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2004,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2005,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2006,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2007,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2008,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2009,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2010,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2011,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2012,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2013,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2014,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2015,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2020,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2025,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2030,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2035,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2040,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2045,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
2050,Estonia,steel production,0.0,0.0,Mt,Mt / capita,1
1990,Greece,final energy demand,176.30416801092133,1.7419825052072618e-05,TWh,TWh / capita,1
1991,Greece,final energy demand,177.1855460167456,1.724821140018186e-05,TWh,TWh / capita,1
1992,Greece,final energy demand,176.89296336916937,1.706281297681626e-05,TWh,TWh / capita,1
1993,Greece,final energy demand,176.82535903797537,1.695197689780511e-05,TWh,TWh / capita,1
1994,Greece,final energy demand,177.32506337956744,1.6904408393541488e-05,TWh,TWh / capita,1
1995,Greece,final energy demand,178.52566151238852,1.6944392464975804e-05,TWh,TWh / capita,1
1996,Greece,final energy demand,185.42147109514164,1.7511867883925593e-05,TWh,TWh / capita,1
1997,Greece,final energy demand,186.88798290911006,1.758239612469139e-05,TWh,TWh / capita,1
1998,Greece,final energy demand,188.89218094065788,1.766461842196319e-05,TWh,TWh / capita,1
1999,Greece,final energy demand,188.83293278628733,1.7569502131632105e-05,TWh,TWh / capita,1
2000,Greece,final energy demand,191.45154278086812,1.7767090748488986e-05,TWh,TWh / capita,1
2001,Greece,final energy demand,196.56263937579993,1.8139796872791207e-05,TWh,TWh / capita,1
2002,Greece,final energy demand,199.92177701229042,1.8361200040731012e-05,TWh,TWh / capita,1
2003,Greece,final energy demand,211.08484751463487,1.9337604906903943e-05,TWh,TWh / capita,1
2004,Greece,final energy demand,207.0120457425429,1.8921852246715162e-05,TWh,TWh / capita,1
2005,Greece,final energy demand,212.57688024421782,1.937817552631396e-05,TWh,TWh / capita,1
2006,Greece,final energy demand,218.23964353164524,1.983146530375207e-05,TWh,TWh / capita,1
2007,Greece,final energy demand,222.98591533888725,2.0205305699206384e-05,TWh,TWh / capita,1
2008,Greece,final energy demand,215.52431551007248,1.9485177025244107e-05,TWh,TWh / capita,1
2009,Greece,final energy demand,202.0453991998089,1.8210909687406868e-05,TWh,TWh / capita,1
2010,Greece,final energy demand,185.20555845025532,1.6656241100510593e-05,TWh,TWh / capita,1
2011,Greece,final energy demand,184.22415128282856,1.6561868113865677e-05,TWh,TWh / capita,1
2012,Greece,final energy demand,162.81652167059318,1.46861409974155e-05,TWh,TWh / capita,1
2013,Greece,final energy demand,142.3952951183681,1.2940774020025973e-05,TWh,TWh / capita,1
2014,Greece,final energy demand,144.15755615049127,1.3193017516506997e-05,TWh,TWh / capita,1
2015,Greece,final energy demand,154.57307326942347,1.4235846106483105e-05,TWh,TWh / capita,1
2020,Greece,final energy demand,143.23764884923918,1.3335392282796062e-05,TWh,TWh / capita,1
2025,Greece,final energy demand,127.39626931687275,1.222255355931694e-05,TWh,TWh / capita,1
2030,Greece,final energy demand,121.04228495265752,1.1983981137136744e-05,TWh,TWh / capita,1
2035,Greece,final energy demand,105.80871925986528,1.0785241353004056e-05,TWh,TWh / capita,1
2040,Greece,final energy demand,93.05691239073653,9.743917741334201e-06,TWh,TWh / capita,1
2045,Greece,final energy demand,84.38603968237999,9.067428665413283e-06,TWh,TWh / capita,1
2050,Greece,final energy demand,74.85422655043084,8.27598063869385e-06,TWh,TWh / capita,1
1990,Greece,final energy demand industry,51.31862656718912,5.070563599254801e-06,TWh,TWh / capita,1
1991,Greece,final energy demand industry,51.31862656718912,4.995636154848727e-06,TWh,TWh / capita,1
1992,Greece,final energy demand industry,51.31862656718912,4.9501128290535334e-06,TWh,TWh / capita,1
1993,Greece,final energy demand industry,51.31862656718912,4.919838289751442e-06,TWh,TWh / capita,1
1994,Greece,final energy demand industry,51.31862656718912,4.892207594086631e-06,TWh,TWh / capita,1
1995,Greece,final energy demand industry,51.31862656718912,4.870800880677003e-06,TWh,TWh / capita,1
1996,Greece,final energy demand industry,51.31862656718912,4.846714909127247e-06,TWh,TWh / capita,1
1997,Greece,final energy demand industry,51.31862656718912,4.828049438139913e-06,TWh,TWh / capita,1
1998,Greece,final energy demand industry,51.31862656718912,4.799160832037886e-06,TWh,TWh / capita,1
1999,Greece,final energy demand industry,51.31862656718912,4.774817112463641e-06,TWh,TWh / capita,1
2000,Greece,final energy demand industry,51.31862656718912,4.762472435913856e-06,TWh,TWh / capita,1
2001,Greece,final energy demand industry,51.9763702257,4.796642948391697e-06,TWh,TWh / capita,1
2002,Greece,final energy demand industry,51.11169507729996,4.69419625895711e-06,TWh,TWh / capita,1
2003,Greece,final energy demand industry,49.76773867379998,4.559251310150359e-06,TWh,TWh / capita,1
2004,Greece,final energy demand industry,46.78812139269999,4.276649296993547e-06,TWh,TWh / capita,1
2005,Greece,final energy demand industry,47.75658569632513,4.35341556945262e-06,TWh,TWh / capita,1
2006,Greece,final energy demand industry,48.692035314600005,4.4246516961091955e-06,TWh,TWh / capita,1
2007,Greece,final energy demand industry,53.025916900799984,4.804809574331587e-06,TWh,TWh / capita,1
2008,Greece,final energy demand industry,48.85349844250001,4.416759488142823e-06,TWh,TWh / capita,1
2009,Greece,final energy demand industry,40.64410686150004,3.6633655718540664e-06,TWh,TWh / capita,1
2010,Greece,final energy demand industry,40.7007741093587,3.6603755967992824e-06,TWh,TWh / capita,1
2011,Greece,final energy demand industry,38.89129704161213,3.496352285490984e-06,TWh,TWh / capita,1
2012,Greece,final energy demand industry,35.01658680312718,3.158515645478542e-06,TWh,TWh / capita,1
2013,Greece,final energy demand industry,33.09122178839105,3.007304580212144e-06,TWh,TWh / capita,1
2014,Greece,final energy demand industry,35.96513414796783,3.29145871689395e-06,TWh,TWh / capita,1
2015,Greece,final energy demand industry,36.36555651384107,3.349189190314574e-06,TWh,TWh / capita,1
2020,Greece,final energy demand industry,28.57371990727281,2.6602067752681207e-06,TWh,TWh / capita,1
2025,Greece,final energy demand industry,23.40426251656924,2.2454335096231486e-06,TWh,TWh / capita,1
2030,Greece,final energy demand industry,24.76107034639142,2.451508578861769e-06,TWh,TWh / capita,1
2035,Greece,final energy demand industry,25.79917962716714,2.6297490503133516e-06,TWh,TWh / capita,1
2040,Greece,final energy demand industry,24.16434060802574,2.5302295241597033e-06,TWh,TWh / capita,1
2045,Greece,final energy demand industry,22.7678615680168,2.4464468460546013e-06,TWh,TWh / capita,1
2050,Greece,final energy demand industry,21.372808785843464,2.363005535659072e-06,TWh,TWh / capita,1
1990,Greece,living space,449275710.7572484,44.3909203612931,m2,m2 / capita,1
1991,Greece,living space,456014208.07717234,44.3909203612931,m2,m2 / capita,1
